0.0,0.763327
0.05,0.763759
0.1,0.764191
0.15,0.764623
0.2,0.765055
0.25,0.765486
0.3,0.765918
0.35,0.76635
0.4,0.766782
0.45,0.767214
0.5,0.767646
0.55,0.768078
0.6,0.76851
0.65,0.769185
0.7,0.769859
0.75,0.770534
0.8,0.771209
0.85,0.771884
0.9,0.772559
0.95,0.824765
1.0,0.87697
1.05,0.929176
1.1,0.981382
1.15,1.033588
1.2,1.085793
1.25,1.063119
1.3,1.040444
1.35,1.017769
1.4,0.995095
1.45,0.97242
1.5,0.949745
1.55,0.927071
1.6,0.904396
1.65,0.881721
1.7,0.859047
1.75,0.836372
1.8,0.813697
1.85,0.791022
1.9,0.768348
1.95,0.745673
2.0,0.722998
